,0
3489,וישראליות
3490,להתחתן
3491,המגבלות
3492,הרבנות
3493,ליהודים
3494,ההלכה
3495,מנדט
3496,צריכה
3497,בתי
3498,פרלמנט
3499,לעבור
3500,דרכה
3501,ויש
3502,האירופאי
3503,בשטרסבורג
3504,אך
3505,התחבורה
3506,לשר
3507,שים
3508,כלים
3509,שמתחזים
3510,לאופניים
3511,אופנועים
3512,תחוקק
3513,תיצור
3514,רגולציה
3515,תן
3516,סמכויות
3517,אכיפה
3518,האופניים
3519,החשמליים
3520,טלפון
3521,סלולרי
3522,מהזולים
3523,הזמני
3524,ומיליארד
3525,שסוכם
3526,הכספים
3527,כפשרה
3528,כשכולנו
3529,נכנסה
3530,משוק
3531,משקיעים
3532,באבטלה
3533,נמוכה
3534,כמוה
3535,משנות
3536,עמדה
3537,שישה
3538,האמנון
3539,הקפוא
3540,לקילו
3541,שטייניץ
3542,מדדו
3543,חודשי
3544,התקבלו
3545,בלהגיע
3546,להיפרדות
3547,מהפלסטינים
3548,צדדי
3549,לציונות
3550,הדתית
3551,הצער
3552,היחידים
3553,לעלות
3554,להר
3555,להיפסק
3556,שהמילה
3557,שוויון
3558,מופיעה
3559,שחוקקו
3560,קקל
3561,חברה
3562,משלמת
3563,מיסים
3564,הוביל
3565,להפחתה
3566,חוב
3567,בסדרי
3568,גודל
3569,בשלוש
3570,למשתכן
3571,השפיע
3572,המדד
3573,משוקלל
3574,ירידות
3575,מהארגונים
3576,ששובתים
3577,הארגונים
3578,שקיימים
3579,באותם
3580,סיטואציה
3581,הלמס
3582,משקלל
3583,שידוע
3584,בניקיון
3585,כפיו
3586,קם
3587,והלך
3588,מוקדם
3589,מהשלב
3590,נמצא
3591,הבודדות
3592,ירושה
3593,אינו
3594,עני
3595,האמידים
3596,פורבס
3597,מהנשיאים
3598,בתקופות
3599,סכנה
3600,חקירה
3601,הכהונה
3602,שהוקפאה
3603,ונמשכה
3604,הניב
3605,תוצאות
3606,בהריסת
3607,בתים
3608,אדמה
3609,הוכיח
3610,הבעלות
3611,ההוכחה
3612,וההכרזה
3613,כאדמת
3614,קטעים
3615,להוכיח
3616,אדמת
3617,בבירור
3618,שמגיע
3619,שלח
3620,חיילות
3621,לשדה
3622,הקרב
3623,נידון
3624,בביהמש
3625,פסק
3626,פרויקט
3627,שיקום
3628,קהילות
3629,יהודיות
3630,בהונגריה
3631,פולין
3632,ואוסטריה
3633,אומרות
3634,שהדברים
3635,גורמים
3636,למעשי
3637,אנטישמיות
3638,נגדנו
3639,ממליץ
3640,לנתק
3641,המפלגות
3642,שמתנגדות
3643,לפתרון
3644,בוודאות
3645,מיעוט
3646,מתחלקת
3647,שתומכות
3648,אדישות
3649,לרעיון
3650,והולכות
3651,תבוא
3652,השבוע
3653,שההשקעה
3654,לילד
3655,שמאפשר
3656,חלוט
3657,התקבל
3658,הצבעתי
3659,בעוד
3660,שהנשיא
3661,רובי
3662,ריבלין
3663,השמאל
3664,מרץ
3665,והערבים
3666,בעד
3667,כממונה
3668,השידור
3669,והתבקשתי
3670,הציבורי
3671,קבעתי
3672,תאגיד
3673,שקבעו
3674,קודמיי
3675,ישראלי
3676,שתחנות
3677,הרדיו
3678,תקראנה
3679,קול
3680,תכניות
3681,יעמוד
3682,שחוקקה
3683,מדי
3684,מתים
3685,מיותר
3686,מזיהום
3687,נרכש
3688,שעתיים
3689,נפטרו
3690,מתו
3691,חינם
3692,רוכשים
3693,ביטוח
3694,מכיסם
3695,בשיעור
3696,החמישי
3697,מהסוף
3698,ובמקום
3699,הרביעי
3700,אחיות
3701,קפצה
3702,קדימה
3703,מבין
3704,במאמצי
3705,הסגולה
3706,ליותר
3707,אזרחיות
3708,ואזרחים
3709,ותיקים
3710,מאושפזים
3711,ומיצינו
3712,עבורם
3713,בהיקף
3714,השקיפות
3715,חיונית
3716,למיגור
3717,ואפליה
3718,חלופה
3719,רעיונית
3720,למדיניות
3721,המקרקעין
3722,הפרטה
3723,מקרקעי
3724,שקיפות
3725,ודמוקרטיה
3726,בניהולם
3727,מתאפשר
3728,עיון
3729,בהחלטות
3730,כרוך
3731,בתשלום
3732,ובבקשות
3733,חוזרות
3734,ונשנות
3735,מהממונה
3736,חופש
3737,נוגעות
3738,בדרך
3739,רחב
3740,חוכרים
3741,לפרסמן
3742,שאחזו
3743,הושבעת
3744,במרץ
3745,הגשת
3746,לשינוי
3747,באוקטובר
3748,עובדות
3749,מתווכחים
3750,הנוכחית
3751,עומדת
3752,מהתוצר
3753,שבמדינות
3754,המערב
3755,ראינו
3756,שמספר
3757,תיירים
3758,הוכחתם
3759,שהמהלך
3760,הצבעה
3761,שרצו
3762,היכולת
3763,להשפיע
3764,בחרו
3765,מגוונת
3766,ומצויינת
3767,להפסיק
3768,הטירוף
3769,מתנחלים
3770,בלב
3771,מסובבים
3772,האצבע
3773,שלמה
3774,פתחנו
3775,הלימודים
3776,מחסור
3777,מורים
3778,לאנגלית
3779,ופיזיקה
3780,ועם
3781,הנה
3782,לפניכם
3783,רשימה
3784,חלקית
3785,הישיבות
3786,למעיין
3787,התורני
3788,למימון
3789,נהרי
3790,להבטיח
3791,שילדים
3792,ילמדו
3793,לימודי
3794,ואנגלית
3795,לסמוטריץ
3796,גפני
3797,ומיקי
3798,זוהר
3799,שיצביעו
3800,הבטחת
3801,הכנסה
3802,לאברכים
3803,מבזבז
3804,קניית
3805,מתריע
3806,נאבק
3807,וזועק
3808,המדיניות
3809,הכלכלית
3810,שעשויה
3811,לגרעון
3812,שמצאנו
3813,כשנכנסנו
3814,כלכלי
3815,מיליארדי
3816,החזרנו
3817,הקופה
3818,עודף
3819,הנאמנות
3820,לתרבות
3821,ביחד
3822,ותמר
3823,זנדברג
3824,מרכז
3825,והמחקר
3826,מצביע
3827,שמוניתי
3828,כארבע
3829,חלה
3830,ובהוצאות
3831,המגזר
3832,הממשלתי
3833,תרבות
3834,לרמה
3835,ממוצעת
3836,בהשוואה
3837,מעט
3838,מעליהן
3839,מתקרב
3840,מילארד
3841,לכיתה
3842,חשוב
3843,לפוגג
3844,שנאמר
3845,החודשים
3846,התלמידים
3847,במוסדות
3848,הפטור
3849,שפטורים
3850,מלימודי
3851,ליבה
3852,לתוקף
3853,אמור
3854,מיושם
3855,שותף
3856,ליללות
3857,האבל
3858,פרטנית
3859,הרשתות
3860,להכניס
3861,יחל
3862,במתמטיקה
3863,ובאנגלית
3864,המפתח
3865,להצלחה
3866,לדבר
3867,פתיחת
3868,חנכנו
3869,ספר
3870,גני
3871,חדשים
3872,מולד
3873,הציג
3874,שהתקציב
3875,השנתי
3876,מדע
3877,וטכנולוגיה
3878,שכמעט
3879,מהבניה
3880,הלא
3881,האוכלוסיה
3882,נבנית
3883,במקביל
3884,בצד
3885,אדמות
3886,מניח
3887,שתאפשר
3888,לחברי
3889,הנוספות
3890,הגשתי
3891,לשבעה
3892,להתפצל
3893,מסיעה
3894,לכדי
3895,שהגיש
3896,סיבה
3897,איננה
3898,שארית
3899,אתיופיה
3900,הנותרים
3901,בפעימה
3902,ובאופן
3903,מידיי
3904,וזאת
3905,לאפשר
3906,לאותן
3907,בביתנו
3908,המשותף
3909,שמוביל
3910,לכתבה
3911,שפורסמה
3912,בדה
3913,מרקר
3914,ולפיה
3915,משקיעה
3916,מבכל
3917,בלימודי
3918,דת
3919,ותנך
3920,שמשקיעה
3921,משאבים
3922,לשון
3923,הכתבה
3924,שהדת
3925,מרכיב
3926,בזהותן
3927,טורקיה
3928,בקופות
3929,מעבירות
3930,למכונים
3931,נאלצים
3932,להתקיים
3933,תרומות
3934,ועמותות
3935,ועשרות
3936,ממתינים
3937,לתורים
3938,במכונים
3939,הציבוריים
3940,ארוכים
3941,ליתר
3942,דיוק
3943,והמספר
3944,המיוחד
3945,והמספרים
3946,גדלים
3947,מהעוסקות
3948,בסיעוד
